ec	substrate	substrate_normalized
3.6.1.5	2'(3')-O-(2,4,6-trinitrophenyl)adenosine 5'-diphosphate	2'(3')-o-(2,4,6-trinitrophenyl)adenosine 5'-diphosphate
3.6.1.5	2'(3')-O-(2,4,6-trinitrophenyl)adenosine 5'-phosphate	2'(3')-o-(2,4,6-trinitrophenyl)adenosine 5'-phosphate
3.6.1.5	2'(3')-O-(2,4,6-trinitrophenyl)adenosine 5'-triphosphate	2'(3')-o-(2,4,6-trinitrophenyl)adenosine 5'-triphosphate
3.6.1.5	3'(2')-O-(methylanthranoyl)adenosine 5'-diphosphate	3'(2')-o-(methylanthranoyl)adenosine 5'-diphosphate
3.6.1.5	3'(2')-O-(methylanthranoyl)adenosine 5'-phosphate	3'(2')-o-(methylanthranoyl)adenosine 5'-phosphate
3.6.1.5	3'(2')-O-(methylanthranoyl)adenosine 5'-triphosphate	3'(2')-o-(methylanthranoyl)adenosine 5'-triphosphate
3.6.1.5	4-nitrophenol	4-nitrophenol
3.6.1.5	4-nitrophenyl thymidine 5'-phosphate	4-nitrophenyl thymidine 5'-phosphate
3.6.1.5	4-nitrophenylphosphate	4-nitrophenylphosphate
3.6.1.5	5'-AMP	5'-amp
3.6.1.5	8-oxo-dGMP	8-oxo-dgmp
3.6.1.5	8-oxo-dGTP	8-oxo-dgtp
3.6.1.5	ADP-ribose	adp-ribose
3.6.1.5	AMP	amp
3.6.1.5	AMPCPP	ampcpp
3.6.1.5	CDP	cdp
3.6.1.5	CDP-choline	cdp-choline
3.6.1.5	CMP	cmp
3.6.1.5	CTP	ctp
3.6.1.5	GDP	gdp
3.6.1.5	GDP-mannose	gdp-mannose
3.6.1.5	GMP	gmp
3.6.1.5	IDP	idp
3.6.1.5	IMP	imp
3.6.1.5	ITP	itp
3.6.1.5	N-[5-[4-carboxy-3-(3-oxo-9,9a-dihydro-3H-xanthen-9-yl)benzamido]pentyl]adenosine 5'-phosphate	n-[5-[4-carboxy-3-(3-oxo-9,9a-dihydro-3h-xanthen-9-yl)benzamido]pentyl]adenosine 5'-phosphate
3.6.1.5	N-[5-[4-carboxy-3-(3-oxo-9,9a-dihydro-3H-xanthen-9-yl)benzamido]pentyl]adenosine 5'-triphosphate	n-[5-[4-carboxy-3-(3-oxo-9,9a-dihydro-3h-xanthen-9-yl)benzamido]pentyl]adenosine 5'-triphosphate
3.6.1.5	TDP	tdp
3.6.1.5	TMP	tmp
3.6.1.5	TTP	ttp
3.6.1.5	UDP	udp
3.6.1.5	UDP-glucose	udp-glucose
3.6.1.5	UMP	ump
3.6.1.5	a ribonucleoside 5'-phosphate	a ribonucleoside 5'-phosphate
3.6.1.5	a ribonucleoside 5'-triphosphate	a ribonucleoside 5'-triphosphate
3.6.1.5	adenosine	adenosine
3.6.1.5	adenosine (5')-tetraphospho-(5')-adenosine	adenosine (5')-tetraphospho-(5')-adenosine
3.6.1.5	adenosine 5'-[(alpha,beta)-methyleno] triphosphate	adenosine 5'-[(alpha,beta)-methyleno] triphosphate
3.6.1.5	adenosine 5'-monophosphate	adenosine 5'-monophosphate
3.6.1.5	adenosine 5'-tetraphosphate	adenosine 5'-tetraphosphate
3.6.1.5	dAMP	damp
3.6.1.5	dCDP	dcdp
3.6.1.5	dCMP	dcmp
3.6.1.5	dCTP	dctp
3.6.1.5	dGMP	dgmp
3.6.1.5	dGTP	dgtp
3.6.1.5	dTMP	dtmp
3.6.1.5	dTTP	dttp
3.6.1.5	dUMP	dump
3.6.1.5	diphosphate	diphosphate
3.6.1.5	emtricitabine diphosphate	emtricitabine diphosphate
3.6.1.5	emtricitabine triphosphate	emtricitabine triphosphate
3.6.1.5	gemcitabine diphosphate	gemcitabine diphosphate
3.6.1.5	gemcitabine triphosphate	gemcitabine triphosphate
3.6.1.5	oligophosphates	oligophosphates
3.6.1.5	phosphate	phosphate
3.6.1.5	phosphoenolpyruvate	phosphoenolpyruvate
3.6.1.5	pyruvate	pyruvate
3.6.1.5	tenofovir	tenofovir
3.6.1.5	tenofovir-diphosphate	tenofovir-diphosphate
3.6.1.5	tetraamine(imidodiphosphato)cobalt	tetraamine(imidodiphosphato)cobalt
3.6.1.5	thiamine	thiamine
3.6.1.5	thiamine diphosphate	thiamine diphosphate
3.6.1.5	thio-dAMP	thio-damp
3.6.1.5	thio-dATP	thio-datp
3.6.1.5	uridine	uridine
3.6.1.52	1,5-bis-diphosphoinositol 2,3,4,6-tetrakisphosphate	1,5-bis-diphosphoinositol 2,3,4,6-tetrakisphosphate
3.6.1.52	1-diphosphoinositol 2,3,4,5,6-pentakisphosphate	1-diphosphoinositol 2,3,4,5,6-pentakisphosphate
3.6.1.52	1D-myo-inositol 1,2,3,4,5,6-hexakisphosphate	1d-myo-inositol 1,2,3,4,5,6-hexakisphosphate
3.6.1.52	1D-myo-inositol 1,3,4,5,6-pentakisphosphate	1d-myo-inositol 1,3,4,5,6-pentakisphosphate
3.6.1.52	2-diphosphoinositol 1,3,4,5,6-pentakisphosphate	2-diphosphoinositol 1,3,4,5,6-pentakisphosphate
3.6.1.52	4-diphosphoinositol 1,2,3,5,6-pentakisphosphate	4-diphosphoinositol 1,2,3,5,6-pentakisphosphate
3.6.1.52	4-nitrophenol	4-nitrophenol
3.6.1.52	4-nitrophenyl phosphate	4-nitrophenyl phosphate
3.6.1.52	5-diphosphoinositol 1,2,3,4,6-pentakisphosphate	5-diphosphoinositol 1,2,3,4,6-pentakisphosphate
3.6.1.52	5-diphosphoinositol 1,3,4,6-tetrakisphosphate	5-diphosphoinositol 1,3,4,6-tetrakisphosphate
3.6.1.52	5-diphosphoinositol pentakisphosphate	5-diphosphoinositol pentakisphosphate
3.6.1.52	5-phospho-D-ribosyl 1-diphosphate	5-phospho-ribosyl 1-diphosphate
3.6.1.52	5-phospho-alpha-D-ribose 1-diphosphate	5-phospho-alpha-ribose 1-diphosphate
3.6.1.52	5-phospho-alpha-D-ribose 1-phosphate	5-phospho-alpha-ribose 1-phosphate
3.6.1.52	8-oxo-dATP	8-oxo-datp
3.6.1.52	8-oxo-dGTP	8-oxo-dgtp
3.6.1.52	ADP-glucose	adp-glucose
3.6.1.52	ADP-ribose	adp-ribose
3.6.1.52	AMP	amp
3.6.1.52	CTP	ctp
3.6.1.52	GDP-glucose	gdp-glucose
3.6.1.52	GDP-mannose	gdp-mannose
3.6.1.52	P1,P5-bis(5'-adenosyl)pentaphosphate	p1,p5-bis(5'-adenosyl)pentaphosphate
3.6.1.52	TDP-glucose	tdp-glucose
3.6.1.52	UDP-N-acetyl-D-galactosamine	udp-n-acetyl-galactosamine
3.6.1.52	UDP-N-acetyl-D-glucosamine	udp-n-acetyl-glucosamine
3.6.1.52	UDP-glucose	udp-glucose
3.6.1.52	adenosine 5'-tetraphosphate | reaction of EC 3.6.1.17 |	adenosine 5'-tetraphosphate | reaction of ec 3.6.1.17 |
3.6.1.52	adenosine tetraphosphate	adenosine tetraphosphate
3.6.1.52	bisdiphosphoinositol tetrakisphosphate	bisdiphosphoinositol tetrakisphosphate
3.6.1.52	dADP	dadp
3.6.1.52	dTTP	dttp
3.6.1.52	diadenosine 5',5'''-P1,P5-pentaphosphate	diadenosine 5',5'''-p1,p5-pentaphosphate
3.6.1.52	diadenosine 5',5'''-P1,P6-hexaphosphate	diadenosine 5',5'''-p1,p6-hexaphosphate
3.6.1.52	diadenosine 5',5''-P1,P6-hexaphosphate	diadenosine 5',5''-p1,p6-hexaphosphate
3.6.1.52	diguanosine pentaphosphate	diguanosine pentaphosphate
3.6.1.52	diphosphate	diphosphate
3.6.1.52	diphospho-myo-inositol polyphosphate	diphospho-myo-inositol polyphosphate
3.6.1.52	diphosphoinositol pentakisphosphate	diphosphoinositol pentakisphosphate
3.6.1.52	diphosphoinositol polyphosphate	diphosphoinositol polyphosphate
3.6.1.52	guanosine tetraphosphate	guanosine tetraphosphate
3.6.1.52	inositol hexakisphosphate	inositol hexakisphosphate
3.6.1.52	inositol polyphosphate	inositol polyphosphate
3.6.1.52	myo-inositol polyphosphate	myo-inositol polyphosphate
3.6.1.52	phosphate	phosphate
3.6.1.52	phosphatidylinositol 3,4,5-trisphosphate	phosphatidylinositol 3,4,5-trisphosphate
3.6.1.52	phosphatidylinositol 3,4-bisphosphate	phosphatidylinositol 3,4-bisphosphate
3.6.1.52	phosphatidylinositol 3,5-bisphosphate	phosphatidylinositol 3,5-bisphosphate
3.6.1.52	phosphatidylinositol 3-phosphate	phosphatidylinositol 3-phosphate
3.6.1.52	phosphatidylinositol 4,5-bisphosphate	phosphatidylinositol 4,5-bisphosphate
3.6.1.52	phosphatidylinositol 4-phosphate	phosphatidylinositol 4-phosphate
3.6.1.52	phosphatidylinositol 5-phosphate	phosphatidylinositol 5-phosphate
3.6.1.52	polyP14	polyp14
3.6.1.52	polyP15	polyp15
3.6.1.52	polyP207	polyp207
3.6.1.52	polyP208	polyp208
3.6.1.52	polyphosphate	polyphosphate
3.6.1.52	polyphosphate15	polyphosphate15
3.6.1.52	polyphosphate208	polyphosphate208
3.6.1.52	triphosphate	triphosphate
3.6.1.53	2',3'-cAMP	2',3'-camp
3.6.1.53	? | 23% of the activity with ADP-ribose |	? | 23% of the activity with adp-ribose |
3.6.1.53	? | 25% of the activity with ADP-ribose |	? | 25% of the activity with adp-ribose |
3.6.1.53	? | 39% of the activity with ADP-ribose |	? | 39% of the activity with adp-ribose |
3.6.1.53	ADP-D-ribose	adp-ribose
3.6.1.53	ADP-ribose	adp-ribose
3.6.1.53	AMP	amp
3.6.1.53	AMP | 45% of the activity with ADP-ribose |	amp | 45% of the activity with adp-ribose |
3.6.1.53	CDP-choline	cdp-choline
3.6.1.53	CDP-ethanolamine	cdp-ethanolamine
3.6.1.53	CDP-glycerol	cdp-glycerol
3.6.1.53	CMP	cmp
3.6.1.53	D-ribose 5-phosphate	ribose 5-phosphate
3.6.1.53	D-ribose 5-phosphate | 105% of the activity with ADP-ribose |	ribose 5-phosphate | 105% of the activity with adp-ribose |
3.6.1.53	IDP-ribose	idp-ribose
3.6.1.53	IMP	imp
3.6.1.53	N1-(5-phosphoribosyl)-AMP	n1-(5-phosphoribosyl)-amp
3.6.1.53	adenosine 5'-diphospho-5'-adenosine	adenosine 5'-diphospho-5'-adenosine
3.6.1.53	cyclic ADP-ribose	cyclic adp-ribose
3.6.1.53	nicotinic acid mononucleotide	nicotinic acid mononucleotide
3.6.1.53	phosphate	phosphate
3.6.1.53	phosphocholine	phosphocholine
3.6.1.53	phosphoethanolamine	phosphoethanolamine
3.6.1.53	phosphoglycerol	phosphoglycerol
3.6.1.54	2,3-bis((3R)-3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate	2,3-bis((3r)-3-hydroxymyristoyl)-beta-glucosaminyl 1-phosphate
3.6.1.54	2,3-diacylglucosamine 1-phosphate	2,3-diacylglucosamine 1-phosphate
3.6.1.54	2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate	2-n,3-o-bis[(3r)-3-hydroxytetradecanoyl]-alpha-glucosaminyl 1-phosphate
3.6.1.54	N2,O3-bis((3R)-3-hydroxymyristoyl)-alpha-D-glucosamine 1-phosphate	n2,o3-bis((3r)-3-hydroxymyristoyl)-alpha-glucosamine 1-phosphate
